algorithm,position_id,phase,depth,nodes,time_ms,nps,ttfm_ms,best_move,score,branching_factor,stability
MCTS,pos_278,opening,20,6107837,5894.50,1036280,1002.85,g1f3,-2,1.04,0
Classic MCTS,pos_278,opening,16,171486,5010.25,34228,1015.68,c1d2,3,1.06,2
Pure Alpha-Beta,pos_279,opening,8,27287669,5001.00,5456442,0.01,b1c3,-20,8.00,2
Full Alpha-Beta,pos_279,opening,18,12878081,5000.52,2575616,0.01,b1c3,-25,2.53,2
MTD(f),pos_279,opening,9,13475890,5001.84,2694639,0.01,b1c3,-30,27.51,2
NegaScout,pos_279,opening,9,26542238,5000.81,5308447,0.01,b1c3,-30,6.84,2
MCTS,pos_279,opening,20,6509409,5787.11,1124833,1002.86,b1c3,-2,1.11,0
Classic MCTS,pos_279,opening,16,182929,5008.11,36527,1046.69,b4b5,4,1.04,2
Pure Alpha-Beta,pos_280,opening,8,25272438,5000.21,5054487,0.01,b1c3,35,8.31,0
Full Alpha-Beta,pos_280,opening,17,13525135,5000.43,2705027,0.01,g1f3,20,2.81,1
MTD(f),pos_280,opening,8,12886109,5000.86,2577221,0.07,b1c3,35,16.37,0
NegaScout,pos_280,opening,8,26574955,5000.29,5314991,0.01,b1c3,35,7.45,0
MCTS,pos_280,opening,20,6531515,5804.02,1125347,1001.77,b1c3,16,1.10,0
Classic MCTS,pos_280,opening,16,174979,5010.98,34925,1041.46,f2f3,3,1.04,2
Pure Alpha-Beta,pos_281,opening,7,22708284,5000.17,4541656,0.01,g1f3,5,10.54,0
Full Alpha-Beta,pos_281,opening,16,12898434,5000.18,2579686,0.02,g1f3,15,4.28,0
MTD(f),pos_281,opening,8,11436107,5001.08,2286764,0.10,g1f3,30,10.18,0
NegaScout,pos_281,opening,8,21897281,5000.60,4379456,0.01,g1f3,30,8.47,0
MCTS,pos_281,opening,20,6152330,5823.31,1056556,1000.13,g1f3,18,1.19,1
Classic MCTS,pos_281,opening,16,185414,5009.12,37016,1001.09,a2a4,2,1.07,1
Pure Alpha-Beta,pos_282,opening,7,22347841,5000.63,4469568,0.02,d2d4,5,11.42,1
Full Alpha-Beta,pos_282,opening,18,12669144,5001.18,2533322,0.03,d2d4,0,2.31,2
MTD(f),pos_282,opening,8,10268724,5000.76,2053744,0.19,d2d4,35,4.85,1
NegaScout,pos_282,opening,7,22462543,5000.62,4492508,0.02,d2d4,5,9.98,1
MCTS,pos_282,opening,20,6232125,5724.43,1088770,1001.45,d2d3,-1,1.14,2
Classic MCTS,pos_282,opening,16,174675,5009.42,34872,1008.12,d2d4,6,1.06,1
Pure Alpha-Beta,pos_283,opening,7,21844107,5000.47,4368821,0.01,g1f3,-65,10.81,0
Full Alpha-Beta,pos_283,opening,18,13115595,5001.00,2623119,0.02,g1f3,-17,2.34,0
MTD(f),pos_283,opening,8,10539132,5000.33,2107826,0.05,d2d4,-25,7.29,1
NegaScout,pos_283,opening,7,21209160,5000.85,4241832,0.01,g1f3,-65,9.48,0
MCTS,pos_283,opening,20,6941714,5717.03,1214223,1003.98,g1f3,-21,1.18,0
Classic MCTS,pos_283,opening,16,166049,5011.68,33136,1002.63,h2h3,1,1.06,3
Pure Alpha-Beta,pos_284,opening,8,23838832,5000.42,4767766,0.01,g1f3,55,9.33,0
Full Alpha-Beta,pos_284,opening,17,12730575,5000.62,2546115,0.01,d2d3,35,3.48,3
MTD(f),pos_284,opening,8,11087923,5001.25,2217141,0.11,g1f3,55,9.82,0
NegaScout,pos_284,opening,8,23707785,5000.86,4741557,0.01,g1f3,55,8.26,0
MCTS,pos_284,opening,20,6438283,5943.11,1083338,1000.18,g1f3,40,1.39,0
Classic MCTS,pos_284,opening,16,182779,5009.57,36490,1052.75,a2a4,3,1.04,3
Pure Alpha-Beta,pos_285,opening,8,25239638,5000.12,5047927,0.01,e2e4,45,8.72,2
Full Alpha-Beta,pos_285,opening,16,12460054,5000.63,2492010,0.01,e2e4,20,2.76,1
MTD(f),pos_285,opening,8,11370549,5000.27,2274109,0.09,e2e4,45,8.56,2
NegaScout,pos_285,opening,8,27971684,5000.63,5594336,0.01,e2e4,45,8.21,2
MCTS,pos_285,opening,20,6658642,5768.75,1154410,1000.12,g1f3,30,1.24,0
Classic MCTS,pos_285,opening,16,185391,5008.21,37018,1053.18,g1h3,3,1.02,3
Pure Alpha-Beta,pos_286,opening,7,20848703,5001.36,4168906,0.02,g1f3,-5,9.24,0
Full Alpha-Beta,pos_286,opening,17,12951766,5000.06,2590353,0.02,d2d4,0,3.15,1
MTD(f),pos_286,opening,8,10776632,5000.70,2155326,0.17,e2e3,31,8.94,1
NegaScout,pos_286,opening,8,20111470,5000.24,4022294,0.01,e2e3,35,8.72,1
MCTS,pos_286,opening,20,6788386,5867.97,1157045,1002.69,g1f3,21,1.23,0
Classic MCTS,pos_286,opening,16,176253,5010.38,35180,1001.71,c3d5,5,1.06,1
Pure Alpha-Beta,pos_287,opening,8,24543378,5000.31,4908675,0.01,b1c3,45,8.01,0
Full Alpha-Beta,pos_287,opening,17,12992627,5000.42,2598525,0.02,b1c3,15,2.49,0
MTD(f),pos_287,opening,8,11051063,5000.40,2210212,0.04,b1c3,45,17.64,0
NegaScout,pos_287,opening,8,25485388,5000.15,5097077,0.01,b1c3,45,7.14,0
MCTS,pos_287,opening,20,6577804,5674.74,1159288,1003.31,c2c4,13,1.17,1
Classic MCTS,pos_287,opening,16,178757,5008.27,35694,1005.70,g2c6,4,1.07,4
Pure Alpha-Beta,pos_288,opening,8,23994461,5000.17,4798892,0.01,b1c3,-30,9.25,2
Full Alpha-Beta,pos_288,opening,16,12275958,5000.75,2455191,0.01,e2e4,-37,2.62,1
MTD(f),pos_288,opening,9,12787736,5001.24,2557035,0.02,d2d4,-40,13.56,2
NegaScout,pos_288,opening,8,26923065,5000.96,5384613,0.01,b1c3,-30,7.92,2
MCTS,pos_288,opening,20,7016371,5681.03,1235059,1002.11,e2e3,-26,1.14,1
Classic MCTS,pos_288,opening,16,183476,5007.89,36643,1030.53,a2a3,3,1.07,1
Pure Alpha-Beta,pos_289,opening,7,24023102,5000.70,4804620,0.01,b1c3,-70,11.01,0
Full Alpha-Beta,pos_289,opening,17,12955824,5001.98,2590646,0.01,e2e4,-35,3.45,1
MTD(f),pos_289,opening,8,10358897,5001.32,2071365,0.03,b1c3,-40,12.44,0
NegaScout,pos_289,opening,8,24453222,5000.37,4890644,0.01,b1c3,-40,9.16,0
MCTS,pos_289,opening,20,6229592,5762.47,1081150,1003.60,b1c3,-29,1.13,0
Classic MCTS,pos_289,opening,16,182739,5008.55,36489,1054.48,e2e3,2,1.04,2
Pure Alpha-Beta,pos_290,opening,7,21159982,5000.58,4231996,0.01,b1c3,5,10.99,0
Full Alpha-Beta,pos_290,opening,18,12218718,5000.63,2443743,0.02,b1c3,16,2.98,0
MTD(f),pos_290,opening,8,11173962,5002.05,2233898,0.15,b1c3,50,8.91,0
NegaScout,pos_290,opening,8,22323341,5001.20,4463775,0.01,b1c3,50,8.37,0
MCTS,pos_290,opening,20,6162102,5583.58,1103725,1003.76,g1f3,5,1.02,0
Classic MCTS,pos_290,opening,16,168136,5009.64,33566,1001.60,e4e5,7,1.06,0
Pure Alpha-Beta,pos_291,opening,7,22601869,5000.49,4520373,0.01,b1c3,-60,10.38,4
Full Alpha-Beta,pos_291,opening,17,13041852,5000.23,2608370,0.04,g1f3,-15,2.69,0
MTD(f),pos_291,opening,8,10838139,5001.99,2167194,0.01,g1f3,-30,17.45,1
NegaScout,pos_291,opening,8,24563809,5000.39,4912761,0.01,b1c3,-30,8.40,4
MCTS,pos_291,opening,20,7120119,5637.77,1263104,1003.78,g1f3,-28,1.04,1
Classic MCTS,pos_291,opening,16,185396,5009.65,37012,1027.42,g1h3,4,1.04,4
Pure Alpha-Beta,pos_292,opening,7,19075141,5000.93,3815028,0.01,b1c3,6,10.27,0
Full Alpha-Beta,pos_292,opening,16,12161149,5000.67,2432229,0.02,b1c3,22,3.15,0
MTD(f),pos_292,opening,8,12046458,5001.59,2408809,0.17,b1c3,30,9.68,0
NegaScout,pos_292,opening,7,19718227,5000.40,3943645,0.01,b1c3,6,8.70,0
MCTS,pos_292,opening,20,7453908,5489.83,1357971,1000.30,g1f3,17,1.19,1
Classic MCTS,pos_292,opening,16,165847,5008.73,33116,1033.89,g1e2,8,1.03,0
Pure Alpha-Beta,pos_293,opening,8,31604819,5000.34,6320963,0.01,g1f3,55,9.20,2
Full Alpha-Beta,pos_293,opening,16,13389990,5001.02,2677462,0.01,f2f4,25,3.20,3
MTD(f),pos_293,opening,8,11124818,5001.89,2224518,0.12,g1f3,55,10.76,2
NegaScout,pos_293,opening,8,36061267,5000.34,7212253,0.01,g1f3,55,8.10,2
MCTS,pos_293,opening,20,5770936,5667.81,1018340,1000.95,g1f3,34,1.41,0
Classic MCTS,pos_293,opening,16,181105,5009.65,36155,1023.72,e2e4,3,1.04,0
Pure Alpha-Beta,pos_294,opening,8,23257137,5000.45,4651427,0.01,b1c3,0,8.52,0
Full Alpha-Beta,pos_294,opening,17,12865677,5000.81,2573135,0.02,g1f3,-10,2.28,1
MTD(f),pos_294,opening,8,11378795,5001.21,2275303,0.01,b1c3,0,16.13,0
NegaScout,pos_294,opening,8,29806685,5000.05,5961337,0.01,b1c3,0,7.79,0
MCTS,pos_294,opening,20,6704143,5720.69,1172052,1000.80,g1f3,-16,1.45,2
Classic MCTS,pos_294,opening,16,185902,5008.27,37121,1037.47,f2f4,4,1.04,3
Pure Alpha-Beta,pos_295,opening,7,25264174,5000.36,5052834,0.01,g1f3,-20,9.54,2
Full Alpha-Beta,pos_295,opening,18,12038346,5001.63,2407187,0.01,e2e4,-6,2.70,1
MTD(f),pos_295,opening,8,11317347,5000.63,2263469,0.05,g1f3,5,10.24,2
NegaScout,pos_295,opening,8,29941870,5000.13,5988374,0.01,g1f3,5,7.78,2
MCTS,pos_295,opening,20,6458659,5570.97,1159543,1000.34,g1f3,2,1.26,0
Classic MCTS,pos_295,opening,16,176323,5008.07,35208,1024.55,a1a2,4,1.05,2
Pure Alpha-Beta,pos_296,opening,7,21971040,5000.47,4394208,0.01,d2d4,-40,11.31,3
Full Alpha-Beta,pos_296,opening,17,12054716,5000.09,2410943,0.02,g1f3,-10,3.38,0
MTD(f),pos_296,opening,8,11067512,5000.66,2213502,0.09,g1f3,-5,8.79,2
NegaScout,pos_296,opening,8,20488257,5000.40,4097651,0.01,g1f3,-5,9.22,4
MCTS,pos_296,opening,20,6715860,5520.01,1216641,1000.22,a3b5,-2,1.16,0
Classic MCTS,pos_296,opening,16,184399,5008.43,36820,1012.73,a3b5,6,1.05,1
Pure Alpha-Beta,pos_297,opening,7,23007258,5000.83,4601451,0.01,b1c3,35,8.93,0
Full Alpha-Beta,pos_297,opening,17,12308537,5000.64,2461707,0.02,b1c3,45,2.22,0
MTD(f),pos_297,opening,8,10317903,5001.30,2063167,0.24,b1c3,55,4.44,0
NegaScout,pos_297,opening,8,24494162,5000.66,4898832,0.01,b1c3,55,7.85,0
MCTS,pos_297,opening,20,6597438,5609.11,1176223,1002.66,e2e4,10,1.31,1
Classic MCTS,pos_297,opening,16,182348,5010.46,36396,1031.53,g2g3,8,1.05,2
Pure Alpha-Beta,pos_298,opening,7,22311013,5000.85,4462202,0.03,d1a4,10,9.53,3
Full Alpha-Beta,pos_298,opening,17,13144393,5000.94,2628878,0.02,g1f3,0,3.44,1
MTD(f),pos_298,opening,8,17403996,5000.10,3480799,0.08,b1c3,20,15.26,4
NegaScout,pos_298,opening,8,22995058,5000.08,4599011,0.01,b1c3,20,9.02,4
MCTS,pos_298,opening,20,6005509,5667.78,1059733,1003.26,g1f3,16,1.32,0
Classic MCTS,pos_298,opening,16,170573,5009.75,34053,1023.80,e2e3,4,1.07,2
Pure Alpha-Beta,pos_299,opening,8,27430988,5000.22,5486197,0.01,e2e4,15,9.02,3
Full Alpha-Beta,pos_299,opening,17,12136669,5001.22,2426848,0.01,e2e4,-10,2.94,3
MTD(f),pos_299,opening,8,12615717,5001.44,2522638,0.03,e2e4,15,10.84,3
NegaScout,pos_299,opening,8,30679155,5000.39,6135831,0.01,e2e4,15,7.79,3
MCTS,pos_299,opening,20,6050662,5684.59,1064507,1000.35,d2d4,-11,1.57,1
Classic MCTS,pos_299,opening,16,186311,5006.33,37217,1030.97,a2a3,4,1.03,2
Pure Alpha-Beta,pos_300,opening,8,27730049,5000.89,5546009,0.01,b1c3,35,8.72,0
Full Alpha-Beta,pos_300,opening,17,12746921,5000.74,2549384,0.01,e2e3,25,2.48,1
MTD(f),pos_300,opening,8,12656701,5001.10,2530834,0.07,b1c3,35,9.55,0
NegaScout,pos_300,opening,8,28221574,5000.60,5644314,0.01,b1c3,35,7.37,0
MCTS,pos_300,opening,20,6558592,5556.90,1180452,1003.52,b1c3,26,1.56,0
Classic MCTS,pos_300,opening,16,182321,5009.46,36398,1004.59,b2b4,5,1.07,3
Pure Alpha-Beta,pos_301,opening,8,23187566,5000.09,4637513,0.01,b1c3,50,8.44,0
Full Alpha-Beta,pos_301,opening,17,13222080,5000.04,2644416,0.01,e2e3,18,2.60,2
MTD(f),pos_301,opening,8,11923534,5000.46,2384706,0.10,b1c3,50,10.53,0
NegaScout,pos_301,opening,8,26407028,5000.53,5281405,0.01,b1c3,50,7.56,0
MCTS,pos_301,opening,20,7212560,5523.97,1305913,1001.50,e2e3,18,1.22,4
Classic MCTS,pos_301,opening,16,170631,5014.51,34030,1049.01,a2a3,5,1.05,1
Pure Alpha-Beta,pos_302,opening,8,27082850,5000.03,5416570,0.01,b1c3,65,8.12,0
Full Alpha-Beta,pos_302,opening,17,13504687,5000.88,2700937,0.02,g1f3,45,2.61,1
MTD(f),pos_302,opening,8,13365303,5000.73,2673060,0.13,b1c3,65,12.15,0
NegaScout,pos_302,opening,8,26288262,5000.59,5257652,0.01,b1c3,65,6.93,0
MCTS,pos_302,opening,21,6086948,5681.01,1071457,1001.31,g1f3,41,1.30,1
Classic MCTS,pos_302,opening,16,174256,5015.95,34746,1046.86,g1f3,7,1.03,2
Pure Alpha-Beta,pos_303,opening,8,21852255,5000.47,4370451,0.03,h2h3,-5,7.62,4
Full Alpha-Beta,pos_303,opening,17,12927123,5000.77,2585424,0.05,h2h3,-20,2.45,4
MTD(f),pos_303,opening,8,12820593,5000.83,2564118,0.11,h2h3,-5,8.34,4
NegaScout,pos_303,opening,8,25436239,5000.27,5087247,0.03,h2h3,-5,6.87,4
MCTS,pos_303,opening,20,6974938,5643.14,1236033,1002.45,f1h3,-7,1.24,2
Classic MCTS,pos_303,opening,16,178687,5008.99,35680,1034.79,h2h3,3,1.03,3
Pure Alpha-Beta,pos_304,opening,8,27656267,5000.25,5531253,0.01,b1c3,70,8.66,0
Full Alpha-Beta,pos_304,opening,17,12722414,5001.44,2543974,0.01,e2e4,60,3.06,2
MTD(f),pos_304,opening,8,11415621,5000.31,2283124,0.11,b1c3,70,10.32,0
NegaScout,pos_304,opening,8,28344380,5000.36,5668876,0.01,b1c3,70,6.89,0
MCTS,pos_304,opening,21,6373316,5719.78,1114410,1001.55,g1f3,54,1.11,1
Classic MCTS,pos_304,opening,16,179330,5013.35,35772,1043.88,a2a3,6,1.03,2
Pure Alpha-Beta,pos_305,opening,8,29122656,5000.76,5824531,0.01,b1c3,-15,7.65,0
Full Alpha-Beta,pos_305,opening,16,13054147,5001.03,2610307,0.01,b1c3,-5,2.38,0
MTD(f),pos_305,opening,8,12058701,5000.07,2411740,0.01,b1c3,-15,17.88,0
NegaScout,pos_305,opening,8,27988037,5000.47,5597607,0.01,b1c3,-15,6.80,0
MCTS,pos_305,opening,21,7354461,5754.13,1278147,1002.72,b1c3,-21,1.05,0
Classic MCTS,pos_305,opening,16,183451,5009.44,36624,1008.09,b1c3,5,1.06,3
Pure Alpha-Beta,pos_306,opening,8,23142457,5000.47,4628491,0.05,g4h5,60,6.78,4
Full Alpha-Beta,pos_306,opening,17,12263705,5000.82,2452741,0.04,g4h5,50,2.42,4
MTD(f),pos_306,opening,8,13684794,5000.97,2736958,0.08,g4h5,60,10.53,4
NegaScout,pos_306,opening,9,24371318,5001.23,4873288,0.03,g4h5,35,5.18,4
MCTS,pos_306,opening,20,8570592,5598.90,1531009,1002.45,g4h5,34,1.00,0
Classic MCTS,pos_306,opening,16,184541,5011.55,36827,1027.78,c2c4,3,1.05,4
Pure Alpha-Beta,pos_307,opening,8,23294010,5000.76,4658802,0.03,e2e4,60,7.13,0
Full Alpha-Beta,pos_307,opening,18,12923108,5000.68,2584621,0.03,e2e4,36,2.20,0
MTD(f),pos_307,opening,8,12402721,5001.38,2480048,0.07,e2e4,60,6.21,0
NegaScout,pos_307,opening,8,23875676,5000.29,4775135,0.03,e2e4,60,6.71,0
MCTS,pos_307,opening,20,9984708,5614.30,1778537,1002.33,e2e4,24,1.19,0
Classic MCTS,pos_307,opening,16,183238,5014.40,36545,1037.60,g1f3,5,1.03,1
Pure Alpha-Beta,pos_308,opening,7,23506979,5000.50,4701395,0.01,b1c3,-15,9.53,0
Full Alpha-Beta,pos_308,opening,18,12742843,5000.99,2548568,0.02,g1f3,11,2.41,1
MTD(f),pos_308,opening,8,11530305,5000.38,2306061,0.08,d2d4,20,6.76,1
NegaScout,pos_308,opening,8,26853506,5000.22,5370701,0.02,d2d4,20,8.69,1
MCTS,pos_308,opening,20,8328477,5692.89,1463189,1003.31,b1c3,-5,1.15,0
Classic MCTS,pos_308,opening,16,181228,5008.72,36187,1015.34,a4a5,4,1.04,2
Pure Alpha-Beta,pos_309,opening,8,29827244,5000.03,5965448,0.01,f1g2,75,8.82,1
Full Alpha-Beta,pos_309,opening,17,13254789,5000.67,2650957,0.01,b1c3,43,3.08,0
MTD(f),pos_309,opening,8,11747415,5000.49,2349483,0.06,f1g2,75,11.06,1
NegaScout,pos_309,opening,8,30978155,5000.71,6195631,0.01,f1g2,75,7.57,1
MCTS,pos_309,opening,20,7115139,5615.22,1267166,1000.48,b1c3,50,1.06,1
Classic MCTS,pos_309,opening,16,173481,5010.68,34626,1018.05,c1h6,5,1.07,3
Pure Alpha-Beta,pos_310,opening,8,24862826,5000.54,4972565,0.04,h6f4,25,7.33,2
Full Alpha-Beta,pos_310,opening,17,13082879,5000.17,2616575,0.04,h6g5,-15,3.04,2
MTD(f),pos_310,opening,8,13914173,5000.24,2782834,0.07,h6f4,25,10.93,2
NegaScout,pos_310,opening,8,23453762,5000.60,4690752,0.04,h6f4,25,6.50,2
MCTS,pos_310,opening,21,7271803,5683.53,1279571,1000.73,h6g5,7,0.96,1
Classic MCTS,pos_310,opening,16,180195,5008.90,35981,1039.67,f2f3,4,1.05,3
Pure Alpha-Beta,pos_311,opening,8,24547424,5000.33,4909484,0.01,b1c3,75,8.51,0
Full Alpha-Beta,pos_311,opening,16,12587193,5002.88,2516432,0.01,b1c3,90,2.74,2
MTD(f),pos_311,opening,8,11640886,5000.80,2328177,0.07,b1c3,75,8.25,0
NegaScout,pos_311,opening,8,25211021,5000.73,5042204,0.01,b1c3,75,7.58,0
MCTS,pos_311,opening,20,6798971,5694.76,1194058,1001.67,b1c3,50,0.97,0
Classic MCTS,pos_311,opening,16,180850,5011.45,36090,1016.08,g2g4,3,1.07,2
Pure Alpha-Beta,pos_312,opening,8,24252521,5000.47,4850504,0.01,b1c3,40,8.67,0
Full Alpha-Beta,pos_312,opening,16,12337346,5001.31,2466975,0.01,b1c3,16,2.43,6
MTD(f),pos_312,opening,8,11128885,5001.31,2225331,0.07,b1c3,40,9.01,0
NegaScout,pos_312,opening,8,27115618,5000.35,5423123,0.01,b1c3,40,7.51,0
MCTS,pos_312,opening,20,7241485,5672.78,1276707,1000.82,b1c3,17,1.01,0
Classic MCTS,pos_312,opening,16,171481,5010.72,34227,1010.93,c2c3,6,1.04,2
Pure Alpha-Beta,pos_313,opening,8,24797288,5000.97,4959457,0.03,c4d5,50,7.78,3
Full Alpha-Beta,pos_313,opening,18,12083398,5000.27,2416679,0.07,c4d5,40,2.35,3
MTD(f),pos_313,opening,8,12222532,5000.69,2444506,0.08,c4d5,50,5.97,3
NegaScout,pos_313,opening,9,20435092,5000.37,4087018,0.03,c4d5,15,6.80,3
MCTS,pos_313,opening,20,6449234,28539.78,225979,1002.37,c4d5,16,0.89,0
Classic MCTS,pos_313,opening,16,174314,5027.96,34675,1025.91,h2h4,6,1.06,4
Pure Alpha-Beta,pos_314,opening,8,29544540,5000.11,5908908,0.01,b1c3,55,8.95,0
Full Alpha-Beta,pos_314,opening,17,12935384,5001.30,2586559,0.02,g1f3,40,3.16,1
MTD(f),pos_314,opening,8,11579423,5002.29,2314958,0.11,b1c3,55,11.77,0
NegaScout,pos_314,opening,8,29757511,5000.06,5951502,0.01,b1c3,55,7.31,0
MCTS,pos_314,opening,20,3306896,5433.73,608668,1001.80,g1f3,45,0.87,0
Classic MCTS,pos_314,opening,16,209648,6600.10,31764,1037.90,c1g5,3,1.10,1
Pure Alpha-Beta,pos_315,opening,8,28659816,5000.35,5731963,0.01,b1c3,80,7.99,0
Full Alpha-Beta,pos_315,opening,17,14889171,5000.87,2977834,0.02,g1f3,40,3.29,1
MTD(f),pos_315,opening,8,11669565,5000.92,2333913,0.13,b1c3,80,11.10,0
NegaScout,pos_315,opening,8,31010954,5001.20,6200950,0.01,b1c3,80,6.96,0
MCTS,pos_315,opening,20,5737508,9254.44,620003,1000.77,g1f3,60,1.04,0
Classic MCTS,pos_315,opening,16,181470,5104.47,35554,1030.82,h2h4,4,1.02,0
Pure Alpha-Beta,pos_316,opening,8,24539265,5000.71,4907853,0.01,b1c3,-10,8.47,0
Full Alpha-Beta,pos_316,opening,17,13725817,5000.69,2745163,0.02,g1f3,-10,2.44,3
MTD(f),pos_316,opening,8,11047041,5000.72,2209408,0.03,b1c3,-10,10.81,0
NegaScout,pos_316,opening,8,23294050,5000.34,4658810,0.01,b1c3,-10,7.29,0
MCTS,pos_316,opening,20,6441318,5632.03,1143699,1002.54,g1f3,-11,1.19,0
Classic MCTS,pos_316,opening,16,179620,5060.83,35498,1046.96,g3g4,5,1.04,1
Pure Alpha-Beta,pos_317,opening,8,25428067,5001.14,5084596,0.01,d2d4,-5,8.90,1
Full Alpha-Beta,pos_317,opening,17,13226117,5000.02,2645223,0.01,d2d4,-3,2.38,1
MTD(f),pos_317,opening,8,10678350,5000.61,2135670,0.01,d2d4,-5,19.14,1
NegaScout,pos_317,opening,8,24559722,5000.26,4911944,0.01,d2d4,-5,8.07,1
MCTS,pos_317,opening,20,6669994,5647.28,1181157,1000.23,g1f3,-10,1.30,2
Classic MCTS,pos_317,opening,16,184179,5086.05,36212,1013.86,g2g4,2,1.05,2
Pure Alpha-Beta,pos_318,opening,7,20406362,5000.92,4081272,0.02,d2d3,-35,11.30,3
Full Alpha-Beta,pos_318,opening,15,11432037,5000.61,2286407,0.03,e2e3,-4,2.90,3
MTD(f),pos_318,opening,8,11866207,5000.22,2373241,0.09,g5f3,0,16.55,3
NegaScout,pos_318,opening,7,20115511,5000.81,4023102,0.05,d2d3,-35,10.11,3
MCTS,pos_318,opening,20,6663121,5605.39,1188781,1000.35,e2e4,10,1.26,1
Classic MCTS,pos_318,opening,16,180010,5067.38,35525,1034.53,g2g4,5,1.03,4
Pure Alpha-Beta,pos_319,opening,7,19800158,5000.11,3960031,0.02,g1f3,50,9.64,1
Full Alpha-Beta,pos_319,opening,17,12353766,5000.58,2470753,0.02,g1f3,29,2.76,1
MTD(f),pos_319,opening,8,12656703,5000.86,2531340,0.14,g1f3,60,16.14,1
NegaScout,pos_319,opening,7,20156531,5000.07,4031306,0.02,g1f3,50,8.64,1
MCTS,pos_319,opening,20,6416758,5560.88,1154093,1000.21,g1f3,49,1.28,1
Classic MCTS,pos_319,opening,16,164214,5083.72,32306,1000.68,e3e4,2,1.07,2
Pure Alpha-Beta,pos_320,opening,7,19808374,5000.56,3961674,0.01,b1c3,20,10.23,0
Full Alpha-Beta,pos_320,opening,16,12095708,5000.20,2419141,0.01,b1c3,50,4.24,2
MTD(f),pos_320,opening,8,11313208,5001.47,2262189,0.14,b1c3,45,9.46,0
NegaScout,pos_320,opening,7,20250733,5000.80,4050146,0.01,b1c3,20,9.00,0
MCTS,pos_320,opening,20,5213906,5550.60,939442,1002.19,b1c3,23,1.30,1
Classic MCTS,pos_320,opening,16,167538,5118.74,32735,1027.63,f1d3,4,1.06,2
Pure Alpha-Beta,pos_321,opening,7,22687787,5000.52,4537557,0.01,b1c3,-10,10.21,0
Full Alpha-Beta,pos_321,opening,17,12488769,5001.85,2497254,0.02,b1c3,20,2.48,0
MTD(f),pos_321,opening,8,10207262,5001.62,2041044,0.20,b1c3,25,5.45,0
NegaScout,pos_321,opening,8,22454367,5000.84,4490873,0.02,b1c3,25,8.14,0
MCTS,pos_321,opening,20,5062105,5485.27,922899,1008.97,h3g5,-18,1.33,2
Classic MCTS,pos_321,opening,16,183505,5079.43,36130,1013.58,e2e3,6,1.06,2
Pure Alpha-Beta,pos_322,opening,8,25108588,5000.57,5021717,0.01,b1c3,50,9.23,0
Full Alpha-Beta,pos_322,opening,16,12533960,5001.05,2506290,0.01,b1c3,26,2.89,0
MTD(f),pos_322,opening,8,11800602,5000.94,2360120,0.08,b1c3,50,8.21,0
NegaScout,pos_322,opening,8,24682583,5000.47,4936516,0.01,b1c3,50,7.82,0
MCTS,pos_322,opening,20,4963213,5497.56,902894,1001.09,b1c3,36,1.34,0
Classic MCTS,pos_322,opening,16,184175,5007.65,36783,1033.78,c2c3,5,1.05,0
Pure Alpha-Beta,pos_323,opening,8,23568491,5000.24,4713698,0.01,d2d3,-5,9.50,4
Full Alpha-Beta,pos_323,opening,18,13291706,5001.40,2657809,0.02,g1f3,-10,2.59,1
MTD(f),pos_323,opening,8,11456626,5000.40,2291325,0.01,d2d3,-5,17.63,4
NegaScout,pos_323,opening,8,29995088,5000.10,5999017,0.01,d2d3,-5,8.85,4
MCTS,pos_323,opening,20,5136631,5517.41,931055,1011.83,g1f3,-10,1.29,1
Classic MCTS,pos_323,opening,16,182313,5009.33,36397,1004.81,c2c4,3,1.10,4
Pure Alpha-Beta,pos_324,opening,8,23285865,5000.06,4657173,0.01,e2e4,40,9.12,1
Full Alpha-Beta,pos_324,opening,16,12439746,5000.44,2487949,0.01,b1c3,15,3.19,0
MTD(f),pos_324,opening,8,11599927,5000.30,2319985,0.08,e2e4,40,9.94,1
NegaScout,pos_324,opening,8,23228514,5000.54,4645702,0.01,e2e4,40,8.31,1
MCTS,pos_324,opening,20,4496505,5487.00,819483,1006.11,b1c3,5,1.17,0
Classic MCTS,pos_324,opening,16,185300,5079.90,36483,1058.37,d2d3,6,1.05,1
Pure Alpha-Beta,pos_325,opening,7,22356082,5000.45,4471216,0.01,f1b5,-15,10.47,5
Full Alpha-Beta,pos_325,opening,18,14336274,5000.91,2867254,0.02,b1c3,5,2.39,4
MTD(f),pos_325,opening,8,12349495,5000.43,2469899,0.05,b1c3,15,19.00,6
NegaScout,pos_325,opening,7,22057011,5000.26,4411402,0.01,f1b5,-15,10.19,5
MCTS,pos_325,opening,20,4825762,5565.54,867162,1006.17,b1c3,-4,1.34,0
Classic MCTS,pos_325,opening,16,163060,5109.82,31916,1036.60,g2g4,8,1.06,2
Pure Alpha-Beta,pos_326,opening,8,22302793,5000.24,4460558,0.01,e2e4,5,8.70,3
Full Alpha-Beta,pos_326,opening,16,12300589,5000.78,2460117,0.01,f1g2,-15,3.80,7
MTD(f),pos_326,opening,8,11305022,5000.67,2261004,0.07,e2e4,5,11.25,3
NegaScout,pos_326,opening,8,22540407,5000.29,4508081,0.01,e2e4,5,8.00,3
MCTS,pos_326,opening,20,4384135,5606.95,782043,1007.06,e2e4,0,1.27,2
